region,Year,longitude,latitude,Population growth (annual %),"Population, total","Current account balance, Percent of GDP, ","Employment, Persons, Millions","General government gross debt, Percent of GDP, ","General government net debt, National currency, Billions","General government net debt, Percent of GDP, ","General government net lending/borrowing, Percent of GDP, ","General government revenue, Percent of GDP, ","General government structural balance, National currency, Billions","General government structural balance, Percent of potential GDP, ","General government total expenditure, Percent of GDP, ","Gross domestic product per capita, constant prices, National currency, Units","Gross domestic product per capita, constant prices, Purchasing power parity; 2017 international dollar, Units","Gross domestic product per capita, current prices, Purchasing power parity; international dollars, Units","Gross domestic product per capita, current prices, U.S. dollars, Units","Gross domestic product, current prices, Purchasing power parity; international dollars, Billions","Gross domestic product, current prices, U.S. dollars, Billions","Gross national savings, Percent of GDP, ","Population, Persons, Millions","Six-month London interbank offered rate (LIBOR), Percent, ","Total investment, Percent of GDP, ","Unemployment rate, Percent of total labor force, "
Sub-Saharan Africa ,1997.0,16.672209166666672,-0.9744029375000002,2.620208333333333,12813632.729166666,-4.884222222222221,,69.13227272727273,243.8575,47.0625,-1.635757575757576,19.40235294117647,9.780000000000001,-1.2,21.50794117647059,434992.9279545454,3643.428409090909,2645.8627272727267,1080.548,25.671136363636364,12.482222222222221,17.223720930232556,13.288444444444444,,23.02309523809524,14.706666666666665
Sub-Saharan Africa ,1998.0,16.672209166666672,-0.9744029375000002,2.6929166666666657,13154180.333333334,-8.556444444444445,,67.78576923076922,971.9966666666666,50.083333333333336,-4.7239393939393945,18.355294117647055,-0.53,-0.6,23.78705882352941,433511.0024444445,3698.489111111112,2710.8480000000004,1031.5364444444444,26.724666666666664,12.56088888888889,14.755348837209297,13.37608695652174,,24.734999999999996,14.770000000000001
Sub-Saharan Africa ,1999.0,16.672209166666672,-0.9744029375000002,2.6833333333333322,13503089.916666666,-6.708888888888892,,69.66714285714286,1036.135,48.91166666666666,-5.193939393939395,18.66705882352941,-15.0,0.23,24.32771428571428,432035.89844444435,3714.415333333332,2757.870444444445,1019.2724444444443,27.768000000000004,9.107777777777777,14.480930232558139,13.721086956521736,,21.425476190476182,13.848333333333334
Sub-Saharan Africa ,2000.0,16.672209166666672,-0.9744029375000002,2.601875,13860991.270833334,-3.922826086956521,,102.33769230769235,716.1164285714286,75.99714285714288,-1.4225581395348832,20.733863636363637,13.621666666666668,-0.675,22.289302325581396,450846.73065217375,3832.305,2904.8417391304356,1005.7095652173913,28.901739130434784,9.064130434782609,16.960454545454542,14.093043478260869,,21.014761904761908,13.701666666666666
Sub-Saharan Africa ,2001.0,16.672209166666672,-0.9744029375000002,2.5241666666666673,14228251.458333334,-5.7443478260869565,,109.40523809523809,559.4641176470587,75.53764705882354,-3.2183720930232553,19.820000000000004,-0.5983333333333324,-1.4,23.13023255813954,488064.4423913043,4008.587391304347,3105.7119565217386,982.649347826087,30.974130434782612,8.734565217391305,14.722272727272724,14.464130434782604,,21.87790697674419,14.815
Sub-Saharan Africa ,2002.0,16.672209166666672,-0.9744029375000002,2.5456250000000007,14605545.145833334,-5.751739130434784,,101.23477272727273,506.15176470588233,70.01470588235294,-3.365227272727272,19.386666666666677,-23.858333333333334,-25.653333333333332,22.682500000000008,506092.8089130434,4111.29347826087,3235.5286956521745,1032.188260869565,33.33608695652174,9.472391304347825,15.149999999999999,14.880434782608699,,22.24767441860465,15.515
Sub-Saharan Africa ,2003.0,16.672209166666672,-0.9744029375000002,2.441875,14994087.6875,-3.758695652173913,,98.88454545454547,486.2635294117647,84.28117647058824,-2.7561363636363634,20.273111111111103,-34.96333333333333,-5.6066666666666665,22.985,519585.66217391315,4173.075217391305,3350.583260869565,1263.1306521739132,35.569130434782615,11.813478260869568,17.61704545454546,15.360434782608692,,22.418139534883718,15.11
Sub-Saharan Africa ,2004.0,16.672209166666672,-0.9744029375000002,2.469791666666667,15395484.479166666,-2.811739130434782,,93.06340909090908,509.78470588235297,75.09176470588234,-2.0073333333333343,20.806444444444445,-27.53833333333333,-0.9666666666666667,22.812666666666665,552034.553478261,4367.656304347826,3603.6184782608684,1523.9799999999998,38.951739130434774,14.554347826086959,18.952045454545463,15.809782608695652,,22.56,14.813333333333333
Sub-Saharan Africa ,2005.0,16.672209166666672,-0.9744029375000002,2.5210416666666666,15810930.854166666,-2.548043478260869,,80.82565217391306,491.09470588235286,67.09529411764707,-0.3039130434782608,21.74086956521739,-10.163333333333334,0.7600000000000001,22.044130434782602,564322.4539130435,4501.655652173914,3828.1058695652173,1725.5013043478257,42.64891304347827,17.238478260869563,18.57931818181818,16.266956521739125,,22.022790697674424,15.453333333333333
Sub-Saharan Africa ,2006.0,16.672209166666672,-0.9744029375000002,2.5916666666666663,16240975.416666666,-1.9060869565217389,,65.44282608695653,238.5641176470588,53.5264705882353,3.805434782608695,25.33869565217391,-16.24833333333333,1.75,21.53369565217392,570772.9526086956,4652.619565217391,4073.5543478260865,1889.8754347826093,46.61413043478261,20.05239130434783,19.335909090909094,16.702608695652174,,21.134651162790703,13.796666666666665
Sub-Saharan Africa ,2007.0,16.672209166666672,-0.9744029375000002,2.5831250000000003,16685594.458333334,-1.0958695652173913,,54.185217391304334,207.3558823529412,43.088235294117645,2.798695652173913,25.18913043478261,-29.99,0.6466666666666666,22.389782608695654,595751.4917391305,4875.676521739131,4382.345217391305,2135.024130434783,50.95173913043479,23.343913043478256,22.062500000000004,17.15217391304348,,23.07883720930232,13.533333333333333
Sub-Saharan Africa ,2008.0,16.672209166666672,-0.9744029375000002,2.620208333333333,17144697.020833332,-5.278695652173913,,50.77217391304349,205.18055555555554,34.916666666666664,-0.05543478260869571,22.954347826086963,-86.14,-0.9766666666666667,23.010217391304355,624123.1871739132,5027.232173913045,4609.81152173913,2464.0734782608697,54.781739130434765,26.865869565217395,19.28022727272727,17.600217391304348,,24.390465116279074,12.703333333333333
Sub-Saharan Africa ,2009.0,16.672209166666672,-0.9744029375000002,2.5574999999999997,17617816.958333332,-7.514565217391303,,46.35434782608696,369.8988888888889,26.968888888888884,-3.4758695652173914,21.31,-106.21333333333335,-1.9533333333333331,24.785000000000004,617011.7504347827,4967.0906521739125,4589.456521739132,2152.460652173913,56.96021739130435,25.511304347826087,16.967272727272732,18.059565217391302,,24.693023255813948,13.193333333333333
Sub-Saharan Africa ,2010.0,16.672209166666672,-0.9744029375000002,2.570416666666667,18104689.708333332,-6.934565217391304,,39.36195652173913,519.8577777777778,23.58333333333333,-2.856521739130435,21.703695652173916,-43.38166666666667,-0.5,24.55956521739131,606397.5767391304,5000.966739130436,4672.592826086956,2399.959347826087,61.44630434782608,30.248478260869568,19.938636363636366,18.543913043478252,,26.42302325581396,11.634285714285713
Sub-Saharan Africa ,2011.0,16.672209166666672,-0.9744029375000002,2.414791666666667,18605128.583333332,-6.5648936170212755,,36.948510638297876,823.4772222222223,25.081666666666667,-2.1363829787234043,22.116382978723404,-45.48,0.03333333333333336,24.251702127659573,605942.5125531913,5105.276382978724,4889.756595744681,2734.595319148936,63.766875000000006,33.301874999999995,17.889555555555553,18.66085106382979,,24.118181818181824,11.592857142857143
Sub-Saharan Africa ,2012.0,16.672209166666672,-0.9744029375000002,2.4863829787234044,19456954.76595745,-7.19936170212766,,37.00191489361703,887.741111111111,25.717222222222222,-2.286808510638298,22.425319148936175,-98.49666666666667,-1.2066666666666668,24.711489361702125,624537.3953191492,5203.016595744682,4981.432553191489,2733.2904255319154,65.309375,34.74770833333333,18.51777777777778,19.18659574468085,,25.786363636363628,13.207142857142857
Sub-Saharan Africa ,2013.0,16.672209166666672,-0.9744029375000002,2.4797872340425537,19994885.531914894,-6.730833333333332,,40.11489361702127,1030.9055555555556,26.96055555555555,-2.8082978723404257,21.697708333333335,-137.97166666666666,-2.3,24.905744680851058,622273.8191489362,5258.267234042553,5075.102127659575,2779.5787234042555,69.57479166666668,36.620416666666664,18.41911111111111,19.687659574468086,,24.91272727272728,13.021428571428572
Sub-Saharan Africa ,2014.0,16.672209166666672,-0.9744029375000002,2.456595744680851,20545709.319148935,-6.798333333333332,,42.78723404255319,1334.9266666666667,29.592777777777776,-3.47404255319149,21.342500000000005,-219.25833333333333,-3.64,25.191276595744682,628304.9527659573,5340.181276595745,5245.081914893618,2784.217446808511,74.85458333333334,38.401666666666664,18.913555555555554,20.200851063829784,,25.622272727272726,13.255714285714287
Sub-Saharan Africa ,2015.0,16.672209166666672,-0.9744029375000002,2.4602127659574466,21108843.829787236,-8.424166666666666,,50.64021276595745,1670.6794444444445,35.17555555555556,-4.72595744680851,20.410208333333333,-67.03833333333334,-1.5599999999999998,25.495531914893622,610450.0534042552,5278.123617021277,5016.5244680851065,2338.0904255319147,76.564375,34.53395833333333,17.163333333333334,20.720851063829787,,25.184090909090912,13.194285714285716
Sub-Saharan Africa ,2016.0,16.672209166666672,-0.9744029375000002,2.4304255319148935,21684042.19148936,-7.8581249999999985,,55.790638297872334,2122.2227777777775,38.29055555555555,-4.831489361702128,19.571250000000003,-134.95,-2.17,24.732553191489362,602767.6942553191,5238.057659574467,5067.137021276596,2238.6355319148934,78.98041666666666,31.982083333333332,16.383111111111113,21.25212765957447,,23.935454545454547,14.158571428571431
Sub-Saharan Africa ,2017.0,16.672209166666672,-0.9744029375000002,2.4153191489361703,22271080.44680851,-5.9020833333333345,,57.767446808510634,2576.1022222222223,40.14388888888888,-3.4493617021276597,20.207916666666666,-224.4316666666667,-2.8466666666666662,23.96,605569.4404255319,5242.1819148936165,5242.1819148936165,2396.5840425531915,82.37666666666665,33.98437500000001,17.24555555555555,21.80085106382979,,22.699545454545454,14.325714285714286
Sub-Saharan Africa ,2018.0,16.672209166666672,-0.9744029375000002,2.3925531914893616,22869228.382978722,-6.443958333333331,,59.25617021276596,3089.0894444444443,43.32166666666666,-2.7753191489361706,20.186249999999994,50.04333333333332,-0.7566666666666665,23.269574468085107,607274.1574468085,5264.627446808511,5391.030212765958,2515.2489361702123,86.82541666666668,35.781666666666666,16.8851111111111,22.35851063829788,,22.92318181818182,15.214999999999998
Sub-Saharan Africa ,2019.0,16.672209166666672,-0.9744029375000002,2.373829787234043,23477888.95744681,-5.997916666666665,,61.4368085106383,3637.005,45.77111111111111,-2.934893617021277,20.71229166666667,-56.51833333333334,-4.503333333333333,23.94148936170213,613178.7091489363,5284.064042553191,5507.529574468086,2439.8604255319146,90.87666666666667,36.66854166666667,17.69644444444445,22.94723404255319,,23.80113636363637,13.8
Sub-Saharan Africa ,2020.0,16.672209166666672,-0.9744029375000002,,24095829.78723404,-9.211041666666665,,69.70574468085105,4479.489444444444,55.33500000000001,-6.199574468085106,20.204999999999995,-252.485,-7.210000000000001,26.56340425531915,588139.5574468083,4867.988085106382,5145.486808510639,2082.888510638298,89.03520833333334,34.33666666666667,14.134222222222222,23.532127659574474,,23.556818181818176,18.898000000000003
Sub-Saharan Africa ,2021.0,16.672209166666672,-0.9744029375000002,,24722638.297872342,-8.553333333333333,,68.83425531914895,5149.842777777778,56.99722222222223,-4.504468085106383,20.37291666666667,-167.71833333333333,-4.386666666666667,25.082553191489364,597277.6189361702,4977.253617021276,5377.209574468085,2216.3299999999995,93.68791666666668,36.750833333333325,15.881111111111114,24.124680851063832,,24.480681818181825,16.2
Sub-Saharan Africa ,2022.0,16.672209166666672,-0.9744029375000002,,25358617.021276597,-8.37666666666667,,66.90744680851063,5895.420555555556,57.596666666666664,-3.240851063829788,20.646666666666665,-100.43833333333333,-2.92,24.064468085106384,607888.975106383,5074.848510638297,5580.184255319147,2368.9891489361703,99.04520833333333,40.13375000000001,16.29933333333333,24.737234042553194,,24.67227272727272,15.178
Sub-Saharan Africa ,2023.0,16.672209166666672,-0.9744029375000002,,26004042.55319149,-7.2475,,64.57446808510642,6657.813333333333,56.66444444444444,-2.4385106382978723,21.025833333333335,-24.75,-2.5500000000000003,23.624680851063832,621926.2993617022,5190.082765957448,5810.318510638297,2506.241914893618,105.16687499999999,43.62708333333333,17.566,25.365319148936177,,24.6375,15.138
Sub-Saharan Africa ,2024.0,16.672209166666672,-0.9744029375000002,,26659957.44680851,-6.266666666666667,,62.263829787234044,7493.871666666667,55.51777777777779,-2.1678723404255322,20.99770833333333,-2.2216666666666547,-2.0866666666666664,23.38744680851064,636158.5821276599,5297.861489361702,6044.392553191491,2637.748510638297,111.79145833333335,47.57416666666666,18.633111111111113,26.00787234042554,,24.635,15.072
Sub-Saharan Africa ,2025.0,16.672209166666672,-0.9744029375000002,,27326851.063829787,-5.741458333333334,,59.869361702127655,8411.914444444446,53.81722222222223,-1.8608510638297875,21.104375000000005,46.19833333333332,-1.67,23.176595744680856,651529.2876595744,5405.0840425531915,6287.415531914893,2757.9865957446814,118.88854166666668,51.81979166666668,19.671777777777777,26.664255319148936,,25.189318181818184,14.978000000000003
