Country Name,Country Code,Series Name,Series Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,0.70965548,0.667503222,0.628287744,0.598250932,0.757352968,0.776688028,0.717573866,0.69738455,0.648303809,0.586603533,0.168018341,0.28668113,0.096978979,-0.053482028,-0.034267907,-0.021648763,-0.145451547,-0.165341654,-0.165486143,-0.309278192,-0.42061499,-0.424090525,-0.460024258,-0.453780668,-0.402681471,-0.381452795,-0.32744527,-0.171082033,-0.043949259,0.030107761,0.044895788,0.077981777,0.168305035,0.212950705,0.217641567,0.192558642,0.170244546,0.106871954,-0.013066892,-0.072234378,,,,,,
Russian Federation,RUS,"Population, total",SP.POP.TOTL,139010000,139941000,140823000,141668000,142745000,143858000,144894000,145908000,146857000,147721000,147969407,148394216,148538197,148458777,148407912,148375787,148160129,147915361,147670784,147214776,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785349,142849468,142960908,143201721,143506995,143819666,144096870,144342396,144496740,144477860,144373535,144346000,144270000,144142000,143965000,143750000,143499000
Rwanda,RWA,Population growth (annual %),SP.POP.GROW,3.444730215,3.357127585,3.241717796,3.325439671,3.655163397,4.051232628,4.716439843,5.08637706,4.445556532,2.628646818,0.163354542,-2.852062922,-5.538714858,-6.766223086,-5.370069093,-1.694902847,2.981114124,6.546111035,8.117928251,7.44855608,5.604957424,3.680935197,2.352149019,1.532051953,1.431341925,1.822930211,2.271704584,2.516033988,2.668241259,2.67516791,2.588850081,2.498503397,2.459912832,2.451902154,2.485533644,2.542690207,2.602355764,2.63966475,2.644008891,2.607652645,,,,,,
Rwanda,RWA,"Population, total",SP.POP.TOTL,5153312,5329252,5504842,5690980,5902843,6146891,6443751,6779983,7088191,7276985,7288882,7083935,6702244,6263757,5936261,5836495,6013107,6419901,6962802,7501234,7933681,8231156,8427060,8557161,8680524,8840215,9043337,9273757,9524534,9782770,10039338,10293331,10549678,10811543,11083635,11369071,11668818,11980937,12301939,12626950,12952000,13277000,13600000,13925000,14250000,14577000
Samoa,WSM,Population growth (annual %),SP.POP.GROW,0.506666375,0.565509374,0.615084529,0.620797372,0.564233235,0.464857778,0.345673502,0.261890175,0.255009585,0.348885036,0.531498466,0.730725406,0.906263506,0.979536348,0.938028932,0.802961084,0.651196988,0.526174397,0.447077783,0.444511885,0.485545238,0.536237229,0.577035646,0.608663868,0.621221183,0.634635709,0.63726807,0.644768878,0.666287719,0.703066087,0.75195021,0.814105584,0.859901676,0.857813872,0.785509787,0.669894192,0.526740178,0.419096403,0.397464519,0.491828867,,,,,,
Samoa,WSM,"Population, total",SP.POP.TOTL,155525,156407,157372,158352,159248,159990,160544,160965,161376,161940,162803,163997,165490,167119,168694,170054,171165,172068,172839,173609,174454,175392,176407,177484,178590,179727,180876,182046,183263,184556,185949,187469,189088,190717,192221,193513,194535,195352,196130,197097,198000,200000,202000,205000,207000,209000
San Marino,SMR,Population growth (annual %),SP.POP.GROW,1.559229448,1.415903721,1.241968386,1.181897554,1.114888466,1.098209375,1.081940578,1.074652668,1.092953714,1.123132901,1.284903581,1.379048303,1.469122645,1.547071691,1.468790556,1.343448666,1.241871077,1.173944637,1.041168913,1.129955525,1.161036354,1.266435134,1.296747769,1.36421031,1.314755817,1.318157216,1.274075245,1.214813394,1.226522475,1.247363112,1.331311467,1.373848926,1.392614169,1.385774906,1.206103077,0.978564136,0.694863225,0.497209807,0.337998424,0.22174597,,,,,,
San Marino,SMR,"Population, total",SP.POP.TOTL,21459,21765,22037,22299,22549,22798,23046,23295,23551,23817,24125,24460,24822,25209,25582,25928,26252,26562,26840,27145,27462,27812,28175,28562,28940,29324,29700,30063,30434,30816,31229,31661,32105,32553,32948,33272,33504,33671,33785,33860,34000,34000,34000,34000,34000,34000
Sao Tome and Principe,STP,Population growth (annual %),SP.POP.GROW,2.465581556,2.041772898,1.726846904,1.588751822,1.729364563,2.016886415,2.359388569,2.59566306,2.711997254,2.64382464,2.453324135,2.278206881,2.125564748,1.975918488,1.844185932,1.724253284,1.603144126,1.502783828,1.473280083,1.519789373,1.63209054,1.73722302,1.8426131,1.992935141,2.184520968,2.400431442,2.637759345,2.816812807,2.857167858,2.74141365,2.523663955,2.27636955,2.080905702,1.935980106,1.877243676,1.875249494,1.88502548,1.882507166,1.884217354,1.890763323,,,,,,
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,95794,97770,99473,101066,102829,104924,107429,110254,113285,116320,119209,121956,124576,127062,129427,131678,133806,135832,137848,139959,142262,144755,147447,150415,153737,157472,161681,166300,171120,175876,180371,184524,188404,192087,195727,199432,203227,207089,211028,215056,219000,223000,228000,232000,237000,242000
Saudi Arabia,SAU,Population growth (annual %),SP.POP.GROW,5.881318179,6.203970987,6.35949492,6.280385205,5.952894385,5.484683626,5.018464914,4.614910824,4.2316669,3.880026312,3.558284742,3.26576425,2.995327348,2.74289381,2.508191462,2.302839889,2.097397826,1.942243236,1.919720701,2.057327745,2.297383091,2.574033854,2.802785914,2.943308391,2.965968322,2.911888477,2.823882799,2.76284419,2.756786089,2.824933954,2.927617708,3.039332443,3.091355922,3.03136125,2.835954922,2.556784389,2.259766669,2.003600072,1.7988753,1.673111729,,,,,,
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,9691476,10311775,10988853,11701128,12418834,13118993,13794165,14445671,15070082,15666297,16233785,16772694,17282691,17763298,18214470,18638787,19033845,19407142,19783304,20194527,20663843,21202642,21805313,22456649,23132682,23816183,24498310,25184597,25888541,26630303,27421461,28267685,29155187,30052518,30916994,31717667,32442572,33099147,33699947,34268528,34814000,35341000,35845000,36329000,36797000,37249000
Senegal,SEN,Population growth (annual %),SP.POP.GROW,2.614846494,2.778073936,2.906510875,2.99761321,3.038190514,3.04214827,3.033806734,3.028205498,3.02081766,3.014652609,3.00484703,2.999727006,2.980102141,2.91894808,2.808315126,2.671640458,2.530347846,2.416645712,2.347649314,2.336141414,2.365148022,2.403785669,2.437102906,2.475669728,2.516259221,2.557495148,2.600244467,2.642725229,2.681436493,2.714923677,2.743232171,2.766679226,2.785660419,2.799058899,2.806700536,2.80841559,2.807361306,2.800658333,2.78193167,2.749747408,,,,,,
Senegal,SEN,"Population, total",SP.POP.TOTL,5583165,5740444,5909739,6089572,6277424,6471327,6670663,6875754,7086627,7303517,7526307,7755496,7990096,8226760,8461068,8690164,8912861,9130877,9347774,9568722,9797734,10036104,10283699,10541467,10810083,11090116,11382268,11687080,12004701,12335084,12678148,13033809,13401991,13782420,14174731,14578459,14993528,15419381,15854360,16296364,16744000,17196000,17654000,18117000,18586000,19062000
Serbia,SRB,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,0.065932619,0.126942858,0.666421572,0.689223724,0.457848715,-1.422967089,-0.09923146,-0.279907993,-0.379260986,-0.361977305,-0.319524801,-0.171946647,-0.09214695,-0.212738009,-0.233328452,-0.300431133,-0.393204593,-0.405458542,-0.425705552,-0.400994905,-0.402005901,-0.789468998,-0.485299545,-0.486591387,-0.469489291,-0.494772574,-0.523694463,-0.532191341,-0.546351969,-0.540353662,,,,,,
Serbia,SRB,"Population, total",SP.POP.TOTL,,,,,,,,,,,7586000,7595636,7646424,7699307,7734639,7625357,7617794,7596501,7567745,7540401,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7020858,6982604,6944975,6911000,6876000,6837000,6797000,6756000,6715000
Seychelles,SYC,Population growth (annual %),SP.POP.GROW,0.913088831,1.216078335,0.588566721,-0.121166946,0.592011152,0.81101698,0.623397692,4.245108175,0.373031455,0.597440909,0.490359666,1.331962012,0.458917818,2.083758339,2.665768473,1.47017209,1.467193026,1.173453648,1.95568619,1.964196367,0.892658567,0.087474518,3.057385326,-1.131516421,-0.370334935,0.463308214,2.080596735,0.510514983,2.236282715,0.392530948,2.792329069,-2.628656355,0.98098019,1.846876093,1.555395709,2.229795053,1.33763478,1.224033758,0.954291918,0.887925293,,,,,,
Seychelles,SYC,"Population, total",SP.POP.TOTL,63261,64035,64413,64335,64717,65244,65652,68499,68755,69167,69507,70439,70763,72253,74205,75304,76417,77319,78846,80410,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625,98000,99000,99000,100000,100000,101000
Sierra Leone,SLE,Population growth (annual %),SP.POP.GROW,2.237963029,2.206872068,2.17201579,2.225701116,2.392873251,2.603723027,2.884791023,3.053954771,2.892043166,2.325847156,1.523622446,0.666744352,-0.021526188,-0.432585438,-0.444093682,-0.135086647,0.202144227,0.523476828,1.05962089,1.829455624,2.701472756,3.630497861,4.356605159,4.629680809,4.380948111,3.820687703,3.200538522,2.714402446,2.37522009,2.242996189,2.252551979,2.274655942,2.249914334,2.230392163,2.206884922,2.181626694,2.164441213,2.154231955,2.136648208,2.109075252,,,,,,
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,3388495,3464106,3540170,3619847,3707510,3805311,3916685,4038144,4156634,4254444,4319762,4348660,4347724,4328957,4309775,4303957,4312666,4335301,4381483,4462378,4584571,4754072,4965766,5201070,5433991,5645624,5829237,5989633,6133603,6272734,6415634,6563240,6712581,6863980,7017144,7171914,7328838,7488431,7650154,7813215,7977000,8141000,8306000,8472000,8639000,8806000
Singapore,SGP,Population growth (annual %),SP.POP.GROW,1.269234299,4.807689009,4.388593633,1.298744662,1.890221986,0.136645171,-0.094490557,1.503833058,2.537773867,2.935743735,3.889093607,2.845482865,3.004256395,2.529806747,3.136586932,3.037813485,4.064318468,3.357442195,3.397212277,0.799148451,1.732042233,2.697355843,0.912639806,-1.474532842,1.251916673,2.350511289,3.129389156,4.166002864,5.321517083,3.015949915,1.771832879,2.084902456,2.45339033,1.619308099,1.298440178,1.186376937,1.297436099,0.08859547,0.469704299,1.144283307,,,,,,
Singapore,SGP,"Population, total",SP.POP.TOTL,2413945,2532835,2646466,2681061,2732221,2735957,2733373,2774789,2846108,2930901,3047132,3135083,3230698,3313471,3419048,3524506,3670704,3796038,3927213,3958723,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5751000,5797000,5843000,5888000,5932000,5974000
Sint Maarten (Dutch part),SXM,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,-0.500610762,-1.834377687,0.265056848,0.576764882,2.233060387,3.177252874,1.597004887,1.294185282,1.100350126,0.451494681,0.803499822,-0.532990983,-1.840297302,3.540582819,5.523039526,2.902265834,2.980223174,2.903978461,1.502331373,0.196976476,0.194134259,,,,,,
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,,,,,,,,,,,,,,,,,,,31240,31084,30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38825,39969,40574,40654,40733,,,,,,
Slovak Republic,SVK,Population growth (annual %),SP.POP.GROW,0.82353269,0.726099437,0.774370072,0.726754862,0.68746266,0.67395444,0.619376645,0.556839233,0.530027872,0.481564765,0.439617095,0.077472437,0.032465115,0.381719887,0.39405443,0.292632207,0.211674396,0.184629991,0.134121598,0.102053161,-0.135376488,-0.183012271,-0.036352551,-0.065821507,-0.02036172,0.009809134,0.004597119,0.029178401,0.0857553,0.133257321,0.093191273,0.128936463,0.170183855,0.107458009,0.097045422,0.095033879,0.12892233,0.155178996,0.13850816,0.133971298,,,,,,
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,4979815,5016105,5055099,5091971,5127097,5161768,5193838,5222840,5250596,5275942,5299187,5303294,5305016,5325305,5346331,5361999,5373361,5383291,5390516,5396020,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454073,5455000,5456000,5454000,5452000,5448000,5442000
Slovenia,SVN,Population growth (annual %),SP.POP.GROW,0.989248309,0.27396083,0.199273553,0.625521425,0.510213263,0.489804905,1.244921845,1.203935932,0.272022154,0.0578723,0.090624343,0.063438224,-0.146699403,-0.238300478,-0.115694093,0.0215615,-0.062536134,-0.134454343,-0.218117657,0.071430845,0.29607496,0.157498742,0.123915442,0.060296779,0.064066202,0.173208905,0.319114537,0.559207816,0.158140844,0.903875535,0.436079485,0.207732702,0.210024306,0.135726229,0.098351922,0.075190689,0.073197207,0.065159039,0.362584395,0.675280808,,,,,,
Slovenia,SVN,"Population, total",SP.POP.TOTL,1901315,1906531,1910334,1922321,1932154,1941641,1965964,1989776,1995196,1996351,1998161,1999429,1996498,1991746,1989443,1989872,1988628,1985956,1981629,1983045,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2087946,2088000,2087000,2085000,2083000,2081000,2078000
Solomon Islands,SLB,Population growth (annual %),SP.POP.GROW,3.399638353,3.36211634,3.307538813,3.238567601,3.143057313,3.037301755,2.929115479,2.840176977,2.785128511,2.774965602,2.794351578,2.818192154,2.832197292,2.840822613,2.839102687,2.822805629,2.810817261,2.795563641,2.77534642,2.749962187,2.720230214,2.697736168,2.67372707,2.625798347,2.544872285,2.451286334,2.347120772,2.271755407,2.255864668,2.321267536,2.431469624,2.554885538,2.650154869,2.70923321,2.718366576,2.695347241,2.669813517,2.6447309,2.610133776,2.565385064,,,,,,
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,230546,238429,246447,254559,262687,270788,278837,286870,294972,303272,311866,320780,329995,339504,349281,359281,369523,379999,390693,401586,412660,423944,435432,447017,458539,469918,481078,492132,503360,515181,527861,541521,556064,571335,587079,603118,619437,636038,652858,669823,687000,704000,721000,738000,756000,773000
Somalia,SOM,Population growth (annual %),SP.POP.GROW,6.382690719,3.595987192,1.477728544,0.159435936,-0.058534141,0.511365445,1.316694872,1.846141206,2.061885598,1.811048861,1.279189493,0.675050335,0.293134855,0.280345827,0.772487661,1.601717747,2.518189387,3.245614728,3.697576243,3.795122857,3.657651516,3.483062821,3.367354455,3.252075163,3.157150271,3.077643583,2.989666515,2.895419473,2.821405647,2.773317812,2.745705976,2.722661885,2.703899313,2.701534265,2.717471318,2.74531815,2.776253649,2.80476949,2.831767652,2.855602116,,,,,,
Somalia,SOM,"Population, total",SP.POP.TOTL,6281134,6511113,6608044,6618588,6614715,6648627,6736748,6862273,7005234,7133258,7225092,7274030,7295384,7315865,7372598,7491637,7682686,7936127,8235064,8553601,8872254,9186725,9501342,9815412,10130243,10446863,10763905,11080121,11397188,11717692,12043883,12376302,12715510,13063706,13423576,13797201,14185613,14589119,15008154,15442905,15893000,16360000,16842000,17339000,17851000,18377000
South Africa,ZAF,Population growth (annual %),SP.POP.GROW,2.587572888,2.682267269,2.748310859,2.758604727,2.698756176,2.595542294,2.469581149,2.365445819,2.314794382,2.334696515,2.393768388,2.465094409,2.496889926,2.454950806,2.320140023,2.126179961,1.924734592,1.751689475,1.603360151,1.49122739,1.409028824,1.33329297,1.263918219,1.22383854,1.217777186,1.23775315,1.263600129,1.291494336,1.334129265,1.391533479,1.455280038,1.525314084,1.583107137,1.605751699,1.583168287,1.528926307,1.464829214,1.40774075,1.357697288,1.338617391,,,,,,
South Africa,ZAF,"Population, total",SP.POP.TOTL,28556769,29333103,30150448,30993758,31841593,32678874,33495953,34297727,35100909,35930050,36800509,37718950,38672607,39633750,40564059,41435758,42241011,42987461,43682260,44338543,44967708,45571274,46150913,46719196,47291610,47880601,48489459,49119759,49779471,50477011,51216964,52004172,52834005,53689236,54545991,55386367,56203654,57000451,57779622,58558270,59309000,60042000,60756000,61453000,62134000,62803000
South Sudan,SSD,Population growth (annual %),SP.POP.GROW,2.950074419,3.145598456,3.238611366,3.152594542,2.852655807,2.408999732,2.036621844,1.705386143,1.200793037,0.478264663,-0.344523278,-1.327855443,-2.139145127,-2.283126895,-1.443815272,0.131346305,2.008634448,3.568866169,4.521198186,4.691169336,4.377290907,3.928635637,3.661076537,3.632985851,3.925508889,4.37488994,4.81172748,5.02780406,4.948207021,4.53476108,3.926432203,3.333810644,2.837576117,2.358727149,1.911562502,1.511743983,1.084594613,0.719738422,0.59544157,0.782224434,,,,,,
South Sudan,SSD,"Population, total",SP.POP.TOTL,4502604,4646489,4799434,4953151,5096482,5220747,5328164,5419809,5485282,5511579,5492623,5420171,5305457,5185699,5111365,5118083,5221926,5411655,5661942,5933882,6199394,6447793,6688226,6935676,7213351,7535932,7907406,8315139,8736939,9142259,9508364,9830698,10113647,10355036,10554883,10715658,10832512,10910759,10975920,11062113,11194000,11381000,11619000,11891000,12176000,12458000
Spain,ESP,Population growth (annual %),SP.POP.GROW,0.802963562,0.710878011,0.600390137,0.487183211,0.415255702,0.362365565,0.298782367,0.259329063,0.212064999,0.156776198,0.101828843,0.254527425,0.489757905,0.518543521,0.476100555,0.44136575,0.416515798,0.419119517,0.413847481,0.405323026,0.447137015,0.694068084,1.412595405,1.808454468,1.725466303,1.689349047,1.690352556,1.851081308,1.595330499,0.885735981,0.460408305,0.355338396,0.064925963,-0.32766904,-0.298951059,-0.077588862,0.08443015,0.234587923,0.437982994,0.594469675,,,,,,
Spain,ESP,"Population, total",SP.POP.TOTL,37491165,37758631,37986012,38171525,38330364,38469512,38584624,38684815,38766939,38827764,38867322,38966376,39157685,39361262,39549108,39724050,39889852,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47076781,47077000,47051000,47007000,46948000,46881000,46811000
Sri Lanka,LKA,Population growth (annual %),SP.POP.GROW,1.656195559,1.563921278,1.484239361,1.431171652,1.413435742,1.418200593,1.427540019,1.422553528,1.397528949,1.345110115,1.272186385,1.204529504,1.140230455,1.054375069,0.942024163,0.816986744,0.679463529,0.562526437,0.505996692,0.530168375,0.610655198,0.711764113,0.793974563,0.8439313,0.84492071,0.810825506,0.769526256,0.738897291,0.7128032,0.695753117,0.684554667,0.673547206,0.12899381,0.780301448,0.933207943,0.919811027,1.104983619,1.130220486,1.048392958,0.611875946,,,,,,
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,15035834,15272831,15501207,15724651,15948487,16176280,16408859,16643952,16878189,17106753,17325773,17535729,17736821,17924823,18094477,18242912,18367288,18470900,18564599,18663284,18777601,18911730,19062482,19224037,19387153,19544988,19695972,19842044,19983984,20123508,20261737,20398670,20425000,20585000,20778000,20970000,21203000,21444000,21670000,21803000,21898000,21987000,22071000,22147000,22217000,22280000
St. Kitts and Nevis,KNA,Population growth (annual %),SP.POP.GROW,-0.57696906,-0.568677909,-0.541500716,-0.577398623,-0.668393273,-0.792248241,-0.928676661,-1.061570803,-0.979415777,-0.708688687,-0.235694104,0.297626649,0.784453182,1.070496096,1.164939702,1.092123507,0.948569485,0.888332202,0.852749867,0.905171148,1.04918397,1.184139782,1.261101335,1.27819056,1.255582912,1.144022522,1.023406953,0.923080243,0.84824868,0.855518526,0.854382086,0.875461346,0.885905889,0.886074168,0.876322308,0.841371154,0.82079272,0.810267769,0.757999916,0.72579738,,,,,,
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,43205,42960,42728,42482,42199,41866,41479,41041,40641,40354,40259,40379,40697,41135,41617,42074,42475,42854,43221,43614,44074,44599,45165,45746,46324,46857,47339,47778,48185,48599,49016,49447,49887,50331,50774,51203,51625,52045,52441,52823,53000,54000,54000,54000,54000,55000
St. Lucia,LCA,Population growth (annual %),SP.POP.GROW,1.441309284,1.355541468,1.296094144,1.294197541,1.400029349,1.558290625,1.731539612,1.856554356,1.900724461,1.799011941,1.630375622,1.420810549,1.252877917,1.156520085,1.160530475,1.224184932,1.328374916,1.387192091,1.387165504,1.281769146,1.112534091,0.920910391,0.763927373,0.71142641,0.797904626,0.984532893,1.194668677,1.356095492,1.405028296,1.291539494,1.07651499,0.834603805,0.625800617,0.489611577,0.440124485,0.464437831,0.500070651,0.515820624,0.514822934,0.494134202,,,,,,
St. Lucia,LCA,"Population, total",SP.POP.TOTL,117822,119430,120988,122564,124292,126244,128449,130856,133367,135788,138020,139995,141760,143409,145083,146870,148834,150913,153021,154995,156729,158179,159392,160530,161816,163417,165381,167639,170011,172221,174085,175544,176646,177513,178296,179126,180024,180955,181889,182790,184000,184000,185000,186000,186000,187000
St. Martin (French part),MAF,Population growth (annual %),SP.POP.GROW,2.470116353,-1.065973759,-3.625668433,-0.900204123,8.844712742,19.94459187,27.47839512,28.05995604,23.48721668,16.39822934,9.295888535,2.904736104,-1.985748411,-5.197021754,-5.849939826,-4.168688887,-1.742706094,0.223222683,1.779019682,2.608780935,2.871312571,3.123340228,3.479441884,3.631102659,3.473731751,3.15000686,2.846849807,2.522060429,2.048769313,1.325057765,0.546967038,-0.362531719,-1.173876887,-1.513736671,-1.208824125,-0.436882417,0.575617178,1.363188063,1.907296656,1.961107678,,,,,,
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,8771,8678,8369,8294,9061,11061,14559,19275,24378,28722,31520,32449,31811,30200,28484,27321,26849,26909,27392,28116,28935,29853,30910,32053,33186,34248,35237,36137,36885,37377,37582,37446,37009,36453,36015,35858,36065,36560,37264,38002,,,,,,
St. Vincent and the Grenadines,VCT,Population growth (annual %),SP.POP.GROW,0.916021689,0.862368775,0.804155679,0.756014668,0.722401853,0.69808479,0.678039818,0.652702402,0.589350127,0.504675631,0.384983347,0.27129999,0.161315778,0.076857905,0.018511148,-0.016659879,-0.054626849,-0.075044822,-0.087159712,-0.03989627,0.024125229,0.103857576,0.186117196,0.211622688,0.171556688,0.093954669,-0.010128121,-0.078297359,-0.115254656,-0.097840141,-0.029555468,0.056332567,0.109803426,0.172305013,0.219787382,0.263292035,0.28452905,0.335635057,0.348123622,0.343298993,,,,,,
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,100566,101437,102256,103032,103779,104506,105217,105906,106532,107071,107484,107776,107950,108033,108053,108035,107976,107895,107801,107758,107784,107896,108097,108326,108512,108614,108603,108518,108393,108287,108255,108316,108435,108622,108861,109148,109459,109827,110210,110589,111000,111000,112000,112000,112000,112000
Sudan,SDN,Population growth (annual %),SP.POP.GROW,3.544173524,3.520153521,3.497499101,3.44523744,3.359566828,3.261335571,3.130597912,3.028129209,3.035529809,3.17721129,3.386852012,3.62548753,3.779960444,3.761245333,3.535120358,3.189103501,2.813918791,2.516389952,2.339638409,2.321439015,2.406337007,2.52001091,2.589239898,2.598743824,2.526075288,2.404558001,2.275427246,2.183064903,2.140712731,2.163163278,2.228215581,2.302617,2.359799549,2.398943982,2.412115688,2.407212277,2.398807904,2.395219858,2.392265265,2.391434033,,,,,,
Sudan,SDN,"Population, total",SP.POP.TOTL,14507468,15027248,15562125,16107620,16657959,17210187,17757491,18303435,18867560,19476647,20147590,20891441,21696244,22527834,23338464,24094747,24782383,25413917,26015521,26626520,27275015,27971082,28704778,29460519,30214193,30949516,31661823,32360621,33060837,33783788,34545013,35349681,36193783,37072550,37977655,38902950,39847440,40813396,41801533,42813238,43849000,44909000,45992000,47095000,48216000,49353000
Suriname,SUR,Population growth (annual %),SP.POP.GROW,0.19517308,0.173414785,0.215515233,0.375002514,0.675922679,1.064955365,1.481492622,1.826642435,2.037690095,2.087697934,2.015143235,1.915790352,1.835332087,1.738026629,1.639409469,1.53853399,1.429584468,1.318319487,1.240726995,1.200598934,1.188478789,1.188369369,1.179804552,1.176499923,1.168896208,1.165001501,1.160689372,1.158131779,1.155702231,1.15129214,1.144235961,1.136523212,1.127077102,1.110861225,1.087089694,1.05537038,1.022222701,0.987867648,0.958587769,0.929879178,,,,,,
Suriname,SUR,"Population, total",SP.POP.TOTL,359519,360143,360920,362276,364733,368638,374140,381037,388881,397085,405168,413005,420655,428030,435105,441851,448213,454161,459831,465385,470949,476579,482235,487942,493679,499464,505295,511181,517123,523111,529131,535179,541245,547291,553273,559143,564888,570496,575991,581372,587000,592000,597000,602000,607000,611000
Sweden,SWE,Population growth (annual %),SP.POP.GROW,0.202996792,0.119920399,0.057191722,0.045273605,0.090869615,0.165170619,0.232568885,0.333678891,0.45959837,0.667182921,0.772602676,0.681643118,0.586529929,0.580838814,0.710705462,0.524703942,0.159147081,0.057262203,0.055512122,0.077927151,0.160575485,0.268470528,0.325438068,0.372092943,0.393298991,0.399942763,0.562483906,0.741552515,0.779033291,0.851904413,0.852524629,0.755150134,0.739763272,0.847348652,0.992219729,1.057454686,1.256453985,1.34744506,1.16164516,1.077580381,,,,,,
Sweden,SWE,"Population, total",SP.POP.TOTL,8310531,8320503,8325263,8329033,8336605,8350386,8369829,8397804,8436489,8492964,8558835,8617375,8668067,8718561,8780745,8826939,8840998,8846062,8850974,8857874,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10285453,10346000,10405000,10462000,10517000,10570000,10620000
Switzerland,CHE,Population growth (annual %),SP.POP.GROW,0.397074419,0.54706491,0.584291675,0.42878792,0.359111652,0.441442668,0.520391611,0.628115755,0.734943056,0.808536056,1.026873072,1.249826024,1.102521072,0.910715566,0.797158411,0.668242326,0.441636407,0.24089121,0.297135766,0.476919931,0.561954617,0.632771238,0.756469146,0.741919603,0.68742596,0.64060154,0.627558473,0.893690978,1.270618074,1.249484631,1.041558058,1.111878943,1.061819329,1.149879758,1.220103973,1.138337152,1.092031174,0.933155889,0.736633975,0.708089213,,,,,,
Switzerland,CHE,"Population, total",SP.POP.TOTL,6319408,6354074,6391309,6418773,6441865,6470365,6504124,6545106,6593386,6646912,6715519,6799978,6875364,6938265,6993795,7040687,7071850,7088906,7110001,7143991,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8514329,8574832,8633000,8689000,8744000,8798000,8850000,8901000
Syrian Arab Republic,SYR,Population growth (annual %),SP.POP.GROW,3.475810555,3.542865499,3.581283885,3.570645886,3.501779509,3.396262015,3.285212784,3.188984944,3.104410431,3.0370432,2.982507861,2.923462538,2.863412057,2.821648252,2.801537567,2.792211696,2.808811041,2.814630353,2.757453551,2.621770701,2.44801766,2.144390666,1.879285974,1.916484603,2.341624702,2.947799641,3.731453234,4.207340264,3.876852433,2.588327688,0.736023435,-1.31729901,-3.084734319,-4.289117543,-4.536564951,-3.913350021,-3.066273746,-2.235952757,-0.952015452,0.96451174,,,,,,
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,8930774,9252851,9590227,9938847,10293049,10648632,11004272,11360852,11719071,12080444,12446171,12815401,13187663,13565072,13950476,14345492,14754142,15175316,15599591,16013985,16410848,16766561,17084632,17415214,17827825,18361176,19059258,19878254,20664038,21205873,21362529,21082966,20442541,19584274,18715672,17997408,17453933,17068002,16906283,17070135,17501000,18276000,19365000,20638000,21915000,23062000
Tajikistan,TJK,Population growth (annual %),SP.POP.GROW,2.883225297,2.911412132,2.92809307,2.973938139,3.054387372,3.139686481,3.241489601,3.287918131,3.193044653,2.930056325,2.567593708,2.1867428,1.868583057,1.637069065,1.523243239,1.496762863,1.490106268,1.476732044,1.48731706,1.519295343,1.567476716,1.630242567,1.700327656,1.768650961,1.83044471,1.887280763,1.943860713,2.003390646,2.063579235,2.124626984,2.184338722,2.234800036,2.277533217,2.321266395,2.367163928,2.408647884,2.448490246,2.470382009,2.453465059,2.390546289,,,,,,
